NRO_VEC_COB;ESTADO_PDP;NRO_CUOTAS;MES;MES_1;MES_2;HORA;RESULTADOLLAMADA;DEUDA_TOTAL;ESTATUS;ACTIVACION;TIPOCONTACTO;MORA
<=10;0;<24, 48];Febrero;410.09;618.99;9;MCT  Msj Con Terceros;3104.64;BT;2012;CNE;1
>10;0;<24, 48];Febrero;28.23;70.82;14;TELF. NO CORRESPONDE;3701.71;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;128.64;106.65;10;MCF  Msj Con Familiar;2215.92;BT;2013;CNE;1
<=10;0;<=24;Febrero;272.55;545.17;13;MCT  Msj Con Terceros;4136.4;BT;2013;CNE;0
<=10;0;>48;Febrero;1249.77;1145.68;9;TELF. NO CORRESPONDE;16811.8;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;15;PDP  Promesa De Pago;12073.1;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;337.06;10.2;14;MCF  Msj Con Familiar;9400.63;BT;2013;CNE;1
<=10;0;<=24;Febrero;145.75;345.32;14;MCF  Msj Con Familiar;1404.67;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;8539.9;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;17;MCF  Msj Con Familiar;4711.38;BT;2013;CNE;0
<=10;0;<=24;Febrero;305.2;0;20;MCT  Msj Con Terceros;4683.17;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;311.19;9;MCT  Msj Con Terceros;4851.43;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;691.32;1039.31;10;MCT  Msj Con Terceros;4997.02;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;385.94;12;PDP  Promesa De Pago;15034.1;BT;2013;CEF;1
<=10;0;>48;Febrero;353.39;0;7;MCF  Msj Con Familiar;8960.26;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;9;MCT  Msj Con Terceros;7143.44;BT;2012;CNE;0
<=10;0;>48;Febrero;246.31;246.35;8;MCT  Msj Con Terceros;6148.8;BT;2013;CNE;1
<=10;0;<=24;Febrero;0;255.38;15;PAR  Promesa Parcial;1030.87;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;259.75;13;TAT  Tratamiento al Titu;4720;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;285.6;283.33;16;MCF  Msj Con Familiar;4919.66;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;444.46;446.41;13;CIH  Generar Cita;10959.1;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;115.21;0.51;10;MCT  Msj Con Terceros;2797.37;BT;2013;CNE;1
<=10;0;<=24;Febrero;0;0;17;MCF  Msj Con Familiar;4624.05;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;1016.09;1527.46;11;MCT  Msj Con Terceros;14514.3;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;16;MCF  Msj Con Familiar;29438.4;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;12;MCF  Msj Con Familiar;24098.2;BT;2013;CNE;0
<=10;0;>48;Febrero;865.44;574.51;18;MCT  Msj Con Terceros;17084.9;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;17;MCT  Msj Con Terceros;14738.6;BT;2012;CNE;0
<=10;0;<=24;Febrero;0;268;14;MCF  Msj Con Familiar;1713.08;BT;2013;CNE;1
>10;0;<24, 48];Febrero;151.11;136.35;11;MCT  Msj Con Terceros;4943.48;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;11;MCF  Msj Con Familiar;2072;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCT  Msj Con Terceros;7259.57;BT;2013;CNE;0
>10;0;<24, 48];Febrero;0;166.62;15;MCF  Msj Con Familiar;1530.26;BT;2011;CNE;1
<=10;0;<=24;Febrero;0;684.58;7;TELF. NO CORRESPONDE;2167.44;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;683.5;1029.06;13;TAT sin contacto con Titular;6299.87;BT;2013;CNE;1
>10;0;>48;Febrero;881.36;0;16;PAR  Promesa Parcial;10155.7;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;1035.57;1557.77;9;MCF  Msj Con Familiar;12477.8;BT;2013;CNE;1
<=10;0;<=24;Febrero;90.34;388.75;16;MCT  Msj Con Terceros;7250.27;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;437.41;0;14;MCT  Msj Con Terceros;5302.21;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;422.22;462.19;9;MCT  Msj Con Terceros;12564.5;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;264.77;241.9;10;TELF. NO CORRESPONDE;5122.04;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;91.76;183.88;15;TELF. NO CORRESPONDE;1685.48;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;66.63;0;13;PDP  Promesa De Pago;13498;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;484.51;485.23;9;MCF  Msj Con Familiar;9796.23;BT;2012;CNE;1
>10;0;<24, 48];Febrero;208.8;171.44;9;MCF  Msj Con Familiar;2593.62;BT;2012;CNE;1
<=10;1;<24, 48];Febrero;0;0;20;TAT  Tratamiento al Titu;4499.61;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;12;TELF. NO CORRESPONDE;8134.41;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;12;MCT  Msj Con Terceros;4821.98;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;12;TELF. NO CORRESPONDE;9096.43;BT;2012;CNE;0
<=10;0;<=24;Febrero;134.92;134.98;9;PDP  Promesa De Pago;1603.37;BT;2013;CEF;1
<=10;0;<=24;Febrero;160.51;160.22;11;MCT  Msj Con Terceros;1532.45;BT;2013;CNE;1
<=10;0;>48;Febrero;689.03;0;14;MCT  Msj Con Terceros;8236.86;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;749.71;749.71;13;MCT  Msj Con Terceros;6014.18;BT;2013;CNE;0
<=10;0;<=24;Febrero;319.59;289;11;MCF  Msj Con Familiar;3353.63;BT;2013;CNE;1
>10;0;>48;Febrero;279.05;497.31;12;PAR  Promesa Parcial;6798.6;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;13;MCT  Msj Con Terceros;8818.85;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;663.28;667.52;14;MCF  Msj Con Familiar;5047.17;BT;2013;CNE;0
<=10;0;>48;Febrero;520.98;1317.62;9;MCF  Msj Con Familiar;19860.5;BT;2013;CNE;1
<=10;0;<=24;Febrero;621.34;1244.86;14;MCT  Msj Con Terceros;8834.83;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;237.23;0;8;MCT  Msj Con Terceros;5099.72;BT;2013;CNE;1
>10;0;<24, 48];Febrero;0;0;18;MCF  Msj Con Familiar;3459.77;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;599.14;784.05;19;TELF. NO CORRESPONDE;17578.4;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;327.19;0;14;MCT  Msj Con Terceros;3103.72;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;7;MCF  Msj Con Familiar;12222.6;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCF  Msj Con Familiar;23599.9;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;9;TELF. NO CORRESPONDE;5212.73;BT;2013;CNE;1
<=10;0;<=24;Febrero;265.02;0;19;TELF. NO CORRESPONDE;4449.1;BT;2013;CNE;1
<=10;1;<24, 48];Febrero;988.54;0;11;PDP  Promesa De Pago;6381.66;BT;2012;CEF;0
<=10;0;<=24;Febrero;0;0;17;PDP  Promesa De Pago;5118.96;BT;2013;CEF;1
<=10;0;>48;Febrero;1254.86;1196.64;14;MCF  Msj Con Familiar;53132.8;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;16;MCT  Msj Con Terceros;19533.4;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;13;TELF. NO CORRESPONDE;9994.25;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;512.85;772.54;7;MCO  Msj Con Conyuge;5626.11;BT;2013;CEF;1
<=10;0;<=24;Febrero;576.94;909.12;13;TAT  Tratamiento al Titu;5890.62;BT;2013;CEF;1
>10;0;<24, 48];Febrero;254.17;253.88;16;MCT  Msj Con Terceros;1058.36;BT;2011;CNE;1
<=10;0;<=24;Febrero;0;0;7;TELF. NO CORRESPONDE;2560.99;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;18;MCT  Msj Con Terceros;5431.39;BT;2013;CNE;0
<=10;0;<=24;Febrero;307.42;0;12;TELF. NO CORRESPONDE;2056.09;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;618.67;0;16;MCT  Msj Con Terceros;14806.7;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;10;MCT  Msj Con Terceros;9288.59;BT;2013;CNE;0
<=10;0;>48;Febrero;346.57;520.58;7;MCT  Msj Con Terceros;4373.42;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;487.48;378.46;14;MCT  Msj Con Terceros;6778.65;BT;2013;CNE;1
<=10;0;<=24;Febrero;0;0;7;PDP  Promesa De Pago;1565.54;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;667.16;336.78;8;MCT  Msj Con Terceros;7666.67;BT;2013;CNE;1
>10;0;<24, 48];Febrero;0;0;13;MCT  Msj Con Terceros;3488.01;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;1317.1;0;17;PAR  Promesa Parcial;6778.01;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;0;0;10;MCF  Msj Con Familiar;6746.84;BT;2013;CNE;0
>10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;1922.17;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;678.57;587;16;MCF  Msj Con Familiar;3631.3;BT;2012;CNE;0
<=10;0;>48;Febrero;1557.33;0;8;MCF  Msj Con Familiar;59002.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;249.97;249.47;9;PDP  Promesa De Pago;4569.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;9;MCF  Msj Con Familiar;4592.65;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;13;MCT  Msj Con Terceros;5621.18;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;247.8;418.39;8;PDP  Promesa De Pago;7317.96;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;268.99;103.32;17;IPT  Inbound PDP Total;3354.95;BT;2012;CEF;1
<=10;0;<=24;Febrero;9.35;0;12;MCT  Msj Con Terceros;1836.47;BT;2013;CNE;1
>10;0;>48;Febrero;0;0;13;MCT  Msj Con Terceros;16025.8;BT;2012;CNE;0
<=10;0;>48;Febrero;0;0;10;TELF. NO CORRESPONDE;13930.4;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;587.57;8;MCT  Msj Con Terceros;15206;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;212.79;213.12;15;TELF. NO CORRESPONDE;4511.76;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;10;MCT  Msj Con Terceros;11329;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;536.81;904.29;9;MCF  Msj Con Familiar;10495;BT;2013;CNE;0
<=10;0;>48;Febrero;0;0;14;TELF. NO CORRESPONDE;4819.48;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;207.78;8;MCF  Msj Con Familiar;4698.76;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;667.73;0;11;TELF. NO CORRESPONDE;8541.47;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;11;PDP  Promesa De Pago;5214.95;BT;2013;CEF;1
<=10;0;>48;Febrero;1597.06;0;8;MCT  Msj Con Terceros;23445.3;BT;2013;CNE;1
>10;0;<24, 48];Febrero;351.33;0;10;TELF. NO CORRESPONDE;3389.44;BT;2011;CNE;0
<=10;0;>48;Febrero;0;0;8;PDP  Promesa De Pago;6637.8;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;0;18;PAR  Promesa Parcial;16388;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;321.13;321.13;11;MCT  Msj Con Terceros;6269.71;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;12;MCF  Msj Con Familiar;2429.13;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;421.41;0;19;MCT  Msj Con Terceros;9138.44;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;16;TAT  Tratamiento al Titu;15138.3;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;92.43;357;19;TELF. NO CORRESPONDE;8580.82;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;14;MCT  Msj Con Terceros;45085.9;BT;2013;CNE;1
>10;0;>48;Febrero;872.91;0;14;TAT  Tratamiento al Titu;37990.2;BT;2011;CEF;1
<=10;0;>48;Febrero;943.53;1819.09;8;PDP  Promesa De Pago;51668.4;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;888.66;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;0;0;18;PDP  Promesa De Pago;15264.9;BT;2013;CEF;1
>10;0;<24, 48];Febrero;2153.56;967.74;13;TAT sin contacto con Titular;4611.5;BT;2011;CNE;0
>10;0;>48;Febrero;0;477.23;10;MCT  Msj Con Terceros;9670.77;BT;2012;CNE;1
<=10;0;>48;Febrero;0;0;15;TELF. NO CORRESPONDE;11160.2;BT;2013;CNE;1
<=10;0;>48;Febrero;944.68;1480.57;11;MCT  Msj Con Terceros;16373.8;BT;2013;CNE;1
>10;0;<24, 48];Febrero;974.68;974.68;12;TELF. NO CORRESPONDE;7791.1;BT;2012;CNE;1
<=10;0;<=24;Febrero;242.09;245.04;8;MCT  Msj Con Terceros;1572.51;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;950.31;953.86;7;PDP  Promesa De Pago;38539.3;BT;2012;CEF;1
>10;0;<24, 48];Febrero;1.05;235.94;11;PDP  Promesa De Pago;1992.84;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;0;0;18;MCT  Msj Con Terceros;26349.1;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;7;MCT  Msj Con Terceros;2323.16;BT;2012;CNE;1
>10;0;>48;Febrero;1966.5;3945.83;20;MCT  Msj Con Terceros;61516.1;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;1418.5;2136.27;14;MCF  Msj Con Familiar;22422.4;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;470.31;472.88;17;PDP  Promesa De Pago;6853.48;BT;2012;CEF;1
<=10;0;<=24;Febrero;0;0;10;MCT  Msj Con Terceros;2814.28;BT;2014;CNE;1
<=10;0;<24, 48];Febrero;593.38;1188.78;8;MCT  Msj Con Terceros;12555.8;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;0;8;MCT  Msj Con Terceros;12418.7;BT;2012;CNE;0
>10;0;<24, 48];Febrero;432.36;651.09;15;TELF. NO CORRESPONDE;3569.61;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;177.97;0;11;PDP  Promesa De Pago;6062.01;BT;2013;CEF;1
>10;0;<24, 48];Febrero;514.18;270.97;12;MCF  Msj Con Familiar;9675.05;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;TELF. NO CORRESPONDE;6969.97;BT;2012;CNE;1
<=10;0;<=24;Febrero;0;0;9;MCT  Msj Con Terceros;4901.94;BT;2013;CNE;0
<=10;0;>48;Febrero;0;0;8;MCF  Msj Con Familiar;22389.9;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;185.33;274.28;10;TELF. NO CORRESPONDE;5485.45;BT;2013;CNE;1
<=10;0;<=24;Febrero;48.3;132.08;8;TELF. NO CORRESPONDE;1090.2;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;394.6;25.47;10;MCF  Msj Con Familiar;12738;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;205;246.49;20;TELF. NO CORRESPONDE;4002.98;BT;2012;CNE;1
>10;0;<24, 48];Febrero;443.78;444.27;9;TELF. NO CORRESPONDE;4877.13;BT;2011;CNE;1
<=10;0;>48;Febrero;528.19;0;7;PDP  Promesa De Pago;15264.4;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;13;MCT  Msj Con Terceros;30333.4;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;0;20;RPP  Recordar Promesa;18161;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;173.49;71.68;8;PAR  Promesa Parcial;15953;BT;2013;CEF;1
>10;0;<24, 48];Febrero;0;586.25;10;TELF. NO CORRESPONDE;7716.86;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;680.43;0;11;MCT  Msj Con Terceros;12523.8;BT;2013;CNE;0
<=10;0;<=24;Febrero;0;0;8;MCT  Msj Con Terceros;1247.75;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;581.52;896.46;7;MCT  Msj Con Terceros;6121.28;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;246.69;254.24;15;TAT  Tratamiento al Titu;3723.67;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;365.81;19;MCT  Msj Con Terceros;23993.4;BT;2013;CNE;0
<=10;1;<24, 48];Febrero;570.07;0;16;MCT  Msj Con Terceros;18613.6;BT;2013;CNE;1
>10;0;<24, 48];Febrero;475.79;0;9;TELF. NO CORRESPONDE;6383.62;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCT  Msj Con Terceros;2728.53;BT;2013;CNE;1
<=10;0;>48;Febrero;0;0;9;MCF  Msj Con Familiar;10436.9;BT;2011;CNE;1
>10;0;>48;Febrero;234.17;245.44;16;TELF. NO CORRESPONDE;4411;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;665.04;0;9;MCT  Msj Con Terceros;8385.45;BT;2013;CNE;1
>10;0;<24, 48];Febrero;0;253.32;15;MCT  Msj Con Terceros;3985.2;BT;2012;CNE;1
>10;0;<24, 48];Febrero;271.7;271.77;11;MCO  Msj Con Conyuge;4133.77;BT;2011;CEF;1
>10;0;<24, 48];Febrero;0;0;9;MCF  Msj Con Familiar;4647.71;BT;2012;CNE;1
>10;0;<24, 48];Febrero;0;0;14;MCF  Msj Con Familiar;8819.03;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;726.72;1107.17;12;TAT  Tratamiento al Titu;10449.9;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;988.5;0;13;MCT  Msj Con Terceros;8914.64;BT;2013;CNE;0
<=10;0;>48;Febrero;4490.78;0;14;TAT  Tratamiento al Titu;38541.2;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;1131.62;0;12;PPR;5730.95;BT;2013;CEF;0
<=10;0;>48;Febrero;0;0;13;MCF  Msj Con Familiar;4383.58;BT;2013;CNE;0
<=10;0;>48;Febrero;0;0;12;TELF. NO CORRESPONDE;15080.9;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;0;0;14;MCT  Msj Con Terceros;44653.9;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;254.31;403.78;16;TELF. NO CORRESPONDE;10034.7;BT;2013;CNE;1
<=10;0;>48;Febrero;684.06;685.3;15;PDP  Promesa De Pago;15934.3;BT;2012;CEF;1
>10;0;>48;Febrero;1897.53;0;7;MCT  Msj Con Terceros;14389.9;BT;2012;CNE;0
>10;0;<24, 48];Febrero;240.79;240.57;9;MCT  Msj Con Terceros;3632.16;BT;2012;CNE;1
<=10;0;>48;Febrero;0;0;17;TELF. NO CORRESPONDE;9094.24;BT;2011;CNE;1
>10;0;<24, 48];Febrero;0;0;10;MCT  Msj Con Terceros;9615.35;BT;2010;CNE;0
>10;0;<24, 48];Febrero;0;0;17;MCT  Msj Con Terceros;9615.35;BT;2010;CNE;0
>10;0;<24, 48];Febrero;0;0;16;MCC  Msj Con Comp De Trab;5417.3;BT;2011;CNE;0
>10;0;<24, 48];Febrero;0;0;12;MCT  Msj Con Terceros;5417.3;BT;2011;CNE;0
<=10;0;<24, 48];Febrero;1.69;526.97;7;MCT  Msj Con Terceros;9901.73;BT;2013;CNE;1
<=10;0;>48;Febrero;0;189.48;16;TELF. NO CORRESPONDE;18166.6;BT;2013;CNE;1
>10;0;>48;Febrero;0;324.09;20;TELF. NO CORRESPONDE;55564.3;BT;2012;CNE;1
>10;0;>48;Febrero;762.5;682.64;11;TELF. NO CORRESPONDE;10334.2;BT;2011;CNE;1
<=10;0;>48;Febrero;0;423.1;15;CAN  Cliente Cancelo;19821;BT;2013;CNE;0
>10;0;<24, 48];Febrero;664.63;658.93;8;TAT  Tratamiento al Titu;13791.5;BT;2012;CEF;1
>10;0;<24, 48];Febrero;664.63;658.93;12;TAT sin contacto con Titular;13791.5;BT;2012;CNE;1
<=10;1;>48;Febrero;1541.8;756.04;10;MCT  Msj Con Terceros;13813;BT;2011;CNE;1
>10;0;>48;Febrero;1170.67;1165.31;8;MCT  Msj Con Terceros;14789.7;BT;2011;CNE;0
<=10;0;<=24;Febrero;0;0;7;PDP  Promesa De Pago;1731.19;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;0;8;MCT  Msj Con Terceros;20515;BT;2013;CNE;0
>10;0;<24, 48];Febrero;651.18;1095.72;7;TELF. NO CORRESPONDE;19009.7;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;348.65;0;10;MCF  Msj Con Familiar;4922.87;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;348.65;0;10;MCF  Msj Con Familiar;4922.87;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;228.77;232.68;7;TELF. NO CORRESPONDE;3037.76;BT;2012;CNE;1
<=10;0;>48;Febrero;1725.94;0;10;MCT  Msj Con Terceros;24734.5;BT;2013;CNE;1
<=10;0;>48;Febrero;1725.94;0;14;MCF  Msj Con Familiar;24734.5;BT;2013;CNE;1
<=10;0;>48;Febrero;1725.94;0;8;TELF. NO CORRESPONDE;24734.5;BT;2013;CNE;1
<=10;0;>48;Febrero;1725.94;0;12;TAT  Tratamiento al Titu;24734.5;BT;2013;CEF;1
>10;0;>48;Febrero;120.97;121;8;MCT  Msj Con Terceros;1486.35;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;15;MCF  Msj Con Familiar;12572.7;BT;2011;CNE;0
>10;0;<24, 48];Febrero;366.16;362.61;8;TELF. NO CORRESPONDE;1042.37;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;11;MCC  Msj Con Comp De Trab;18064.6;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;17;MCT  Msj Con Terceros;24952.8;BT;2012;CNE;0
<=10;0;>48;Febrero;0;0;9;TAT  Tratamiento al Titu;4069.57;BT;2010;CEF;0
<=10;0;<24, 48];Febrero;0;0;16;MCT  Msj Con Terceros;28213.8;BT;2013;CNE;1
>10;0;<24, 48];Febrero;939.91;108.24;10;PDP  Promesa De Pago;22292;BT;2012;CEF;1
<=10;0;<24, 48];Febrero;0;0;17;MCT  Msj Con Terceros;12255.2;BT;2013;CNE;0
<=10;0;<=24;Febrero;605.73;1218.41;14;MCF  Msj Con Familiar;10177.2;BT;2013;CNE;0
<=10;0;>48;Febrero;0;0;18;MCT  Msj Con Terceros;32661.3;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;19;TAT  Tratamiento al Titu;10446.3;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;329.63;164.38;16;MCF  Msj Con Familiar;2891.52;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;329.63;164.38;13;MCF  Msj Con Familiar;2891.52;BT;2012;CNE;0
<=10;0;<24, 48];Febrero;356.02;0;9;MCT  Msj Con Terceros;9343.63;BT;2013;CNE;1
<=10;0;<=24;Febrero;188.08;377.94;7;TAT  Tratamiento al Titu;2689.35;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;0;17;MCE  Msj Con Empleada;14458.9;BT;2012;CNE;1
<=10;0;<24, 48];Febrero;0;0;9;MCF  Msj Con Familiar;14458.9;BT;2012;CNE;1
<=10;0;>48;Febrero;0;0;8;TELF. NO CORRESPONDE;9920.25;BT;2013;CNE;0
<=10;0;<24, 48];Febrero;0;0;8;MCT  Msj Con Terceros;9145.02;BT;2013;CNE;0
<=10;0;>48;Febrero;0;0;8;MCT  Msj Con Terceros;12574.9;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;619.57;617.13;12;PAR  Promesa Parcial;8684.43;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;1321.46;0;12;TAT  Tratamiento al Titu;20149;BT;2012;CEF;0
>10;0;<24, 48];Febrero;1978.9;2263.14;11;MCT  Msj Con Terceros;33222.4;BT;2011;CNE;1
<=10;0;<24, 48];Febrero;0;0;20;MCT  Msj Con Terceros;8899.63;BT;2012;CNE;0
<=10;0;<=24;Febrero;261.51;0;9;TAT  Tratamiento al Titu;555.67;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;0;0;15;RPP  Recordar Promesa;21615.2;BT;2013;CEF;0
>10;0;<24, 48];Febrero;672.83;627.82;7;PDP  Promesa De Pago;6439.85;BT;2010;CEF;1
>10;0;<24, 48];Febrero;0;0;18;PAR  Promesa Parcial;17017.9;BT;2012;CEF;0
<=10;0;<24, 48];Febrero;0;0;11;TELF. NO CORRESPONDE;13216.3;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;561.78;562.02;8;MCF  Msj Con Familiar;10527.3;BT;2013;CNE;1
>10;0;>48;Febrero;1503.49;0;14;PDP  Promesa De Pago;19783.1;BT;2011;CEF;1
<=10;0;<24, 48];Febrero;0;0;8;PDP  Promesa De Pago;7750.12;BT;2013;CEF;0
<=10;0;<24, 48];Febrero;0;545.96;17;TAT  Tratamiento al Titu;13628.6;BT;2013;CEF;1
<=10;0;<24, 48];Febrero;0;545.96;11;CIH  Generar Cita;13628.6;BT;2013;CNE;1
<=10;0;<24, 48];Febrero;0;545.96;9;CIH  Generar Cita;13628.6;BT;2013;CNE;1
>10;0;<24, 48];Febrero;547.9;0;12;TELF. NO CORRESPONDE;13721.6;BT;2011;CNE;1
<=10;0;>48;Febrero;0;0;7;MCO  Msj Con Conyuge;33717.1;BT;2010;CEF;1
<=10;0;>48;Febrero;0;0;7;MCF  Msj Con Familiar;33717.1;BT;2010;CNE;1
>10;0;<24, 48];Febrero;607.81;306.94;16;TAT  Tratamiento al Titu;1494.54;BT;2011;CEF;1
>10;0;<24, 48];Febrero;848.46;1693.96;7;PDP  Promesa De Pago;41868.7;BT;2012;CEF;1
>10;0;<24, 48];Febrero;848.46;1693.96;11;PDP  Promesa De Pago;41868.7;BT;2012;CEF;1
>10;0;<24, 48];Febrero;1418.21;0;11;TAT  Tratamiento al Titu;31804;BT;2012;CEF;1
>10;0;<=24;Febrero;0;0;15;PDP  Promesa De Pago;20369.8;BT;2012;CEF;1
<=10;0;>48;Febrero;1491.15;1509.31;17;MCT  Msj Con Terceros;46894.9;BT;2012;CNE;1
>10;0;<24, 48];Febrero;418.11;415.89;7;MCT  Msj Con Terceros;2823.36;BT;2011;CNE;1
>10;0;<24, 48];Febrero;0;0;11;MCF  Msj Con Familiar;7883.01;BT;2012;CNE;0
>10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;7883.01;BT;2012;CNE;0
>10;0;<24, 48];Febrero;0;0;11;MCT  Msj Con Terceros;7883.01;BT;2012;CNE;0
<=10;0;<=24;Febrero;0;0;7;CIH  Generar Cita;579.273;BT;2014;CNE;1
>10;0;>48;Febrero;0;0;16;PDP  Promesa De Pago;4162.02;BT;2011;CEF;1
